Store Number,Dba,Store Name,Address,City,State,Zip Code,Phone Number,Fax Number,Email Address,Website Address,Latitude,Longitude,Geo Accuracy,Country,Country Code,County
"2002","PostalAnnex+","","1030 S Hutchins St Ste 4","Lodi","CA","95240-5251","(209) 367-4699","(209) 367-4696","pa2002@postalannex.com","http://www.postalannex.com/2002","38.1205636","-121.2786598","SUBPREMISE: ROOFTOP","United States","US","San Joaquin County"
"2003","PostalAnnex+","","1861 W La Habra Blvd","La Habra","CA","90631-5131","(562) 691-2757","(562) 691-2729","pa2003@postalannex.com","http://www.postalannex.com/2003","33.9322304","-117.9667401","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"2008","PostalAnnex+","San Bruno Towne Center","1212 El Camino Real Ste H","San Bruno","CA","94066-1312","(650) 871-6251","(650) 871-6278","pa2008@postalannex.com","http://www.postalannex.com/2008","37.6390885","-122.4205366","SUBPREMISE: ROOFTOP","United States","US","San Mateo County"
"2009","PostalAnnex+","Renaissance Center","113 West G St","San Diego","CA","92101-6096","(619) 702-7522","(619) 702-7093","pa2009@postalannex.com","http://www.postalannex.com/2009","32.7123724","-117.1644474","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"2010","PostalAnnex+","Willow Station","1187 N Willow Ave Ste 103","Clovis","CA","93611-4411","(559) 324-7083","(559) 324-0931","pa2010@postalannex.com","http://www.postalannex.com/2010","36.8516251","-119.728004","SUBPREMISE: ROOFTOP","United States","US","Fresno County"
"2013","PostalAnnex+","Border Plaza","641 E San Ysidro Blvd Ste B3","San Ysidro","CA","92173-3129","(619) 690-4401","(619) 690-5224","pa2013@postalannex.com","http://www.postalannex.com/2013","32.5477529","-117.0334975","PREMISE: ROOFTOP","United States","US","San Diego County"
"2014","PostalAnnex+","Super Savers Center","82204 US Highway 111 Ste C","Indio","CA","92201-5689","(760) 775-2318","(760) 775-2319","pa2014@postalannex.com","http://www.postalannex.com/2014","33.7159444","-116.2311503","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"2017","PostalAnnex+","","2710 Alpine Blvd Ste K","Alpine","CA","91901-2276","(619) 659-8082","(619) 659-8056","pa2017@postalannex.com","http://www.postalannex.com/2017","32.8350831","-116.7552511","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"2020","PostalAnnex+","Cherry Lane Shopping Center","3313 W Cherry Lane","Meridian","ID","83642-1119","(208) 401-0024","(208) 401-0028","pa2020@postalannex.com","http://www.postalannex.com/2020","43.6181663","-116.4349159","STREET_ADDRESS: ROOFTOP","United States","US","Ada County"
"2021","PostalAnnex+","","10710 Gateway Blvd N Ste B5","El Paso","TX","79924-1741","(915) 821-1212","(915) 821-1211","pa2021@postalannex.com","http://www.postalannex.com/2021","31.9224637","-106.4378173","PREMISE: ROOFTOP","United States","US","El Paso County"
"2024","PostalAnnex+","Novato Fair Shopping Center","926 Diablo Ave A","Novato","CA","94947-4025","(415) 898-3511","(415) 898-3459","pa2024@postalannex.com","http://www.postalannex.com/2024","38.1021487","-122.5713648","SUBPREMISE: ROOFTOP","United States","US","Marin County"
"2030","PostalAnnex+","The Water Tower","5331 SW Macadam Ave Ste 258","Portland","OR","97239-3871","(503) 248-4488","(503) 248-4466","pa2030@postalannex.com","http://www.postalannex.com/2030","45.4844517","-122.6758181","SUBPREMISE: ROOFTOP","United States","US","Multnomah County"
"3002","PostalAnnex+","Wal-Mart / Kohl's Shopping Center","711 Center Dr Ste 105","San Marcos","CA","92069","(760) 741-1112","(760) 741-1020","pa3002@postalannex.com","http://www.postalannex.com/3002","33.1335942","-117.1237231","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"3009","PostalAnnex+","Portola Village","2150 Portola Ave Ste D","Livermore","CA","94551-1793","(925) 456-2960","(925) 456-2954","pa3009@postalannex.com","http://www.postalannex.com/3009","37.6931626","-121.7737007","SUBPREMISE: ROOFTOP","United States","US","Alameda County"
"3010","PostalAnnex+","","15333 Culver Dr Ste 340","Irvine","CA","92604-3051","(949) 857-6782","(949) 857-2329","pa3010@postalannex.com","http://www.postalannex.com/3010","33.6947085","-117.7984776","SUBPREMISE: ROOFTOP","United States","US","Orange County"
"3011","PostalAnnex+","","30745 Pacific Coast Hwy Ste 21","Malibu","CA","90265-3643","(310) 589-4800","(310) 589-4850","pa3011@postalannex.com","http://www.postalannex.com/3011","34.0311351","-118.8426731","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"3012","PostalAnnex+","","415 Laurel St","San Diego","CA","92101-1632","(619) 232-1832","(619) 232-1450","pa3012@postalannex.com","http://www.postalannex.com/3012","32.7312474","-117.1610093","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"3014","PostalAnnex+","Westlake Village Marketplace","5776 Lindero Canyon Rd Ste D","Westlake Village","CA","91362-6419","(818) 707-2425","(818) 707-0141","pa3014@postalannex.com","http://www.postalannex.com/3014","34.1542922","-118.7943003","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"3015","PostalAnnex+","San Antonio Plaza/SJSU","123 E San Carlos St","San Jose","CA","95112-3680","(408) 975-0893","(408) 975-0958","pa3015@postalannex.com","http://www.postalannex.com/3015","37.3330648","-121.8843834","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"3030","PostalAnnex+","","2310 Homestead Rd Ste C1","Los Altos","CA","94024-7302","(408) 481-0580","(408) 481-0680","pa3030@postalannex.com","http://www.postalannex.com/3030","37.3367201","-122.0670837","PREMISE: ROOFTOP","United States","US","Santa Clara County"
"3031","PostalAnnex+","Town & Country Shopping Center","1585 Terrace Way","Santa Rosa","CA","95404-3066","(707) 526-1130","(707) 526-1206","pa3031@postalannex.com","http://www.postalannex.com/3031","38.4545457","-122.7028218","PREMISE: ROOFTOP","United States","US","Sonoma County"
"3032","PostalAnnex+","Vons-Walgreen Centre @ Silver Hawk","29910 Murrieta Hot Springs Rd Ste G","Murrieta","CA","92563-3815","(951) 304-7311","(951) 304-7301","pa3032@postalannex.com","http://www.postalannex.com/3032","33.5532431","-117.1396864","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"3035","PostalAnnex+","Target Center","27636 Ynez Rd Ste L7","Temecula","CA","92591-4645","(951) 699-7535","(951) 699-5224","pa3035@postalannex.com","http://www.postalannex.com/3035","33.5049498","-117.149287","PREMISE: ROOFTOP","United States","US","Riverside County"
"3037","PostalAnnex+","","3507 W Stetson Ave","Hemet","CA","92545-9740","(951) 652-2300","(951) 652-2230","pa3037@postalannex.com","http://www.postalannex.com/3037","33.7290396","-117.0079356","STREET_ADDRESS: ROOFTOP","United States","US","Riverside County"
"3038","PostalAnnex+","Eagle Promenade","2976 E State St Ste 120","Eagle","ID","83616-6394","(208) 938-2860","(208) 938-2861","pa3038@postalannex.com","http://www.postalannex.com/3038","43.6842857","-116.3176866","SUBPREMISE: ROOFTOP","United States","US","Ada County"
"3043","PostalAnnex+","","30724 Benton Rd Ste C302","Winchester","CA","92596-8470","(951) 926-7333","(951) 926-7339","pa3043@postalannex.com","http://www.postalannex.com/3043","33.5918818","-117.1222008","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"4005","PostalAnnex+","Cloverdale Marketplace","12672 Limonite Ave Ste 3E","Corona","CA","92880-4208","(951) 898-2131","(951) 898-2133","pa4005@postalannex.com","http://www.postalannex.com/4005","33.974024","-117.5603422","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"4010","PostalAnnex+","","611 K St Ste B","San Diego","CA","92101-7091","(619) 231-2301","(619) 231-2303","pa4010@postalannex.com","http://www.postalannex.com/4010","32.7081429","-117.1589398","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"4012","PostalAnnex+","Union Town Center","3472 Research Pkwy Ste 104","Colorado Springs","CO","80920-1066","(719) 282-6699","(719) 282-6703","pa4012@postalannex.com","http://www.postalannex.com/4012","38.9585038","-104.7670501","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"4013","PostalAnnex+","","1501 San Elijo Rd S Ste 104","San Marcos","CA","92078-2048","(760) 471-4748","(760) 471-4749","pa4013@postalannex.com","http://www.postalannex.com/4013","33.0973975","-117.199971","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"4014","PostalAnnex+","El Camino Shopping Center","23371 Mulholland Dr","Woodland Hills","CA","91364-2734","(818) 224-2118","(818) 224-2151","pa4014@postalannex.com","http://www.postalannex.com/4014","34.1586326","-118.6344876","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"4015","PostalAnnex+","","31938 Temecula Pkwy Ste A","Temecula","CA","92592-6841","(951) 303-8868","(951) 303-8876","pa4015@postalannex.com","http://www.postalannex.com/4015","33.4809299","-117.1008891","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"4018","PostalAnnex+","Redwood Shores","274 Redwood Shores Pkwy","Redwood City","CA","94065-1173","(650) 622-9094","(650) 622-9049","pa4018@postalannex.com","http://www.postalannex.com/4018","37.5232472","-122.2522796","STREET_ADDRESS: ROOFTOP","United States","US","San Mateo County"
"4019","PostalAnnex+","Perris Towne Centre","75 W Nuevo Road Ste E","Perris","CA","92571-0801","(951) 657-8339","(951) 657-8985","pa4019@postalannex.com","http://www.postalannex.com/4019","33.799686","-117.2275796","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"4020","PostalAnnex+","Berkley Square","964 E Badillo St","Covina","CA","91724-2950","(626) 966-9300","(626) 966-0700","pa4020@postalannex.com","http://www.postalannex.com/4020","34.0853963","-117.8709223","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"4022","PostalAnnex+","Kendall Mall","8835 SW 107th Ave","Miami","FL","33176-1411","(305) 630-9608","(305) 395-4624","pa4022@postalannex.com","http://www.postalannex.com/4022","25.6856982","-80.3640801","STREET_ADDRESS: ROOFTOP","United States","US","Miami-Dade County"
"4033","PostalAnnex+","","13023 NE Hwy 99 Ste 7","Vancouver","WA","98686-2699","(360) 573-3007","(360) 571-8069","pa4033@postalannex.com","http://www.postalannex.com/4033","45.7155286","-122.6493511","SUBPREMISE: ROOFTOP","United States","US","Clark County"
"4034","PostalAnnex+","Torrey Hills Center","4653 Carmel Mountain Rd Ste 308","San Diego","CA","92130-6650","(858) 793-7935","(858) 793-7994","pa4034@postalannex.com","http://www.postalannex.com/4034","32.9207805","-117.2132178","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"5004","PostalAnnex+","","15954 Jackson Creek Pkwy Ste B","Monument","CO","80132-8532","(719) 487-7333","(719) 487-9922","pa5004@postalannex.com","http://www.postalannex.com/5004","39.0648965","-104.8520308","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"5005","PostalAnnex+","","1281 N State St Ste A","San Jacinto","CA","92583-6314","(951) 487-9898","(951) 654-6832","pa5005@postalannex.com","http://www.postalannex.com/5005","33.8042714","-116.970582","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"5006","PostalAnnex+","Homestead Shopping Center","3561 Homestead Rd","Santa Clara","CA","95051-5161","(408) 557-9401","(408) 557-9463","pa5006@postalannex.com","http://www.postalannex.com/5006","37.3387572","-121.9950358","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"5007","PostalAnnex+","","2850 Womble Rd Ste 100","San Diego","CA","92106-6156","(619) 222-7257","(619) 222-8880","pa5007@postalannex.com","http://www.postalannex.com/5007","32.735834","-117.2166759","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"5009","PostalAnnex+","Scotts Valley Junction","5610 Scotts Valley Dr Ste B","Scotts Valley","CA","95066-3476","(831) 440-0400","(831) 440-0410","pa5009@postalannex.com","http://www.postalannex.com/5009","37.0615993","-122.0067648","SUBPREMISE: ROOFTOP","United States","US","Santa Cruz County"
"5012","PostalAnnex+","Warner Plaza","21781 Ventura Blvd","Woodland Hills","CA","91364-1835","(818) 713-2626","(818) 713-2627","pa5012@postalannex.com","http://www.postalannex.com/5012","34.1693201","-118.6020931","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"5018","PostalAnnex+","","521 Yopp Rd Ste 214","Jacksonville","NC","28540-3597","(910) 478-9987","(910) 478-9990","pa5018@postalannex.com","http://www.postalannex.com/5018","34.7514309","-77.4623745","SUBPREMISE: ROOFTOP","United States","US","Onslow County"
"5019","PostalAnnex+","Von's/Heritage Village Shopping Center","7426 Cherry Ave Ste 210","Fontana","CA","92336-4263","(909) 355-7328","(909) 355-7329","pa5019@postalannex.com","http://www.postalannex.com/5019","34.1192445","-117.4899429","SUBPREMISE: ROOFTOP","United States","US","San Bernardino County"
"5026","PostalAnnex+","Round Rock Town Center","2051 Gattis School Rd Ste 540","Round Rock","TX","78664-7445","(512) 218-4700","(512) 218-4744","pa5026@postalannex.com","http://www.postalannex.com/5026","30.4947445","-97.6541237","SUBPREMISE: ROOFTOP","United States","US","Williamson County"
"5028","PostalAnnex+","Dewy Meadow Village","411 King George Rd Ste 101","Basking Ridge","NJ","07920-2818","(908) 647-7744","(908) 647-7711","pa5028@postalannex.com","http://www.postalannex.com/5028","40.6545322","-74.5315101","SUBPREMISE: ROOFTOP","United States","US","Somerset County"
"5030","PostalAnnex+","Located in Herndon Place (Next to Save Mart)","6737 N Milburn Ave Ste 160","Fresno","CA","93722-2143","(559) 432-6375","(559) 435-6732","pa5030@postalannex.com","http://www.postalannex.com/5030","36.8352425","-119.8810454","SUBPREMISE: ROOFTOP","United States","US","Fresno County"
"6001","PostalAnnex+","The Marketplace at Palm Desert","78206 Varner Rd Ste D","Palm Desert","CA","92211-4136","(760) 772-4499","(760) 772-4634","pa6001@postalannex.com","http://www.postalannex.com/6001","33.7627405","-116.2993829","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"6006","PostalAnnex+","Cheyenne Montana Shopping (at Hwy 115 & S. Academy Blvd.)","6510 S Academy Blvd Ste A","Colorado Springs","CO","80906-8691","(719) 576-3470","(719) 576-3468","pa6006@postalannex.com","http://www.postalannex.com/6006","38.7674668","-104.8151076","STREET_ADDRESS: ROOFTOP","United States","US","El Paso County"
"6008","PostalAnnex+","Belair Shopping Center","4010 Foothills Blvd Ste 103","Roseville","CA","95747-7241","(916) 787-6245","(916) 787-6246","pa6008@postalannex.com","http://www.postalannex.com/6008","38.7538904","-121.3111152","SUBPREMISE: ROOFTOP","United States","US","Placer County"
"6011","PostalAnnex+","","83103 Avenue 48 Ste 1B","Coachella","CA","92236-9555","(760) 863-4645","(760) 863-1564","pa6011@postalannex.com","http://www.postalannex.com/6011","33.6988212","-116.2148182","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"6104","Annex Brands","Sunshine Pack & Ship","1315 N Cass St","Wabash","IN","46992-1029","(260) 563-8797","(260) 563-5538","store-104@sunshinepackandship.com","http://www.sunshinepackandship.com/locations/store104.html","40.8146907","-85.8361938","PREMISE: ROOFTOP","United States","US","Wabash County"
"6113","Annex Brands","Sunshine Pack & Ship","1351 N M 43 Hwy","Hastings","MI","49058-8499","(269) 948-9610","(269) 948-9680","store-113@sunshinepackandship.com","http://www.sunshinepackandship.com/locations/store113.html","42.6730972","-85.2917345","PREMISE: ROOFTOP","United States","US","Barry County"
"6131","PostalAnnex+","","6539 Harrison Ave","Cincinnati","OH","45247-7822","(513) 598-5412","(513) 598-4552","pa6131@postalannex.com","http://www.postalannex.com/6131","39.1937569","-84.6608963","STREET_ADDRESS: ROOFTOP","United States","US","Hamilton County"
"6132","Annex Brands","Sunshine Pack & Ship","1001 Fischer Blvd Ste 3","Toms River","NJ","08753-3818","(732) 573-1700","(732) 573-1701","store-132@sunshinepackandship.com","http://www.sunshinepackandship.com/locations/store132.html","39.9812023","-74.1399764","SUBPREMISE: ROOFTOP","United States","US","Ocean County"
"7004","PostalAnnex+","","1502 Foothill Blvd Ste 103","La Verne","CA","91750-3439","(909) 596-6110","(909) 596-6762","pa7004@postalannex.com","http://www.postalannex.com/7004","34.1158922","-117.7748417","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"7007","PostalAnnex+","","1830 Spring Rd","Vallejo","CA","94591-5555","(707) 648-0605","(707) 980-7656","pa7007@postalannex.com","http://www.postalannex.com/7007","38.1063281","-122.2213956","PREMISE: ROOFTOP","United States","US","Solano County"
"7011","PostalAnnex+","","2211 Rayford Rd Ste 111","Spring","TX","77386-1548","(281) 419-0044","(281) 419-2203","pa7011@postalannex.com","http://www.postalannex.com/7011","30.1244","-95.4084315","SUBPREMISE: ROOFTOP","United States","US","Montgomery County"
"7012","PostalAnnex+","","6001 W Parmer Ln Ste 370","Austin","TX","78727-3908","(512) 331-5855","(512) 331-9357","pa7012@postalannex.com","http://www.postalannex.com/7012","30.4420609","-97.7436017","SUBPREMISE: ROOFTOP","United States","US","Travis County"
"7013","PostalAnnex+","Murphys Corner","1523 132nd St SE Ste C","Everett","WA","98208-7200","(425) 357-0500","(425) 357-0800","pa7013@postalannex.com","http://www.postalannex.com/7013","47.8798697","-122.2094575","SUBPREMISE: ROOFTOP","United States","US","Snohomish County"
"8001","PostalAnnex+","","175 Hutton Ranch Rd Ste 103","Kalispell","MT","59901-2142","(406) 755-4801","(406) 755-4802","pa8001@postalannex.com","http://www.postalannex.com/8001","48.2333314","-114.326934","SUBPREMISE: ROOFTOP","United States","US","Flathead County"
"8003","PostalAnnex+","","6051 Business Center Ct Ste 4","San Diego","CA","92154-6641","(619) 710-0888","(619) 710-8899","pa8003@postalannex.com","http://www.postalannex.com/8003","32.5689873","-117.0045711","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"8007","PostalAnnex+","","6083 N Figarden Dr","Fresno","CA","93722-3226","(559) 275-1644","(559) 275-3047","pa8007@postalannex.com","http://www.postalannex.com/8007","36.8241467","-119.8715476","STREET_ADDRESS: ROOFTOP","United States","US","Fresno County"
"8008","PostalAnnex+","Bressi Village","2647 Gateway Rd Ste 105","Carlsbad","CA","92009-1757","(760) 579-0044","(760) 579-0104","pa8008@postalannex.com","http://www.postalannex.com/8008","33.1265984","-117.2539601","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"8009","PostalAnnex+","","1822 E Route 66 Ste A","Glendora","CA","91740-3800","(626) 914-7113","(626) 914-0709","pa8009@postalannex.com","http://www.postalannex.com/8009","34.1275837","-117.8305361","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"8010","PostalAnnex+","","3371 Knickerbocker Rd","San Angelo","TX","76904-6814","(325) 939-0090","(325) 716-1935","pa8010@postalannex.com","http://www.postalannex.com/8010","31.4206251","-100.4675427","STREET_ADDRESS: ROOFTOP","United States","US","Tom Green County"
"8011","PostalAnnex+","","1530 Sun City Blvd Ste 120","Georgetown","TX","78633-5352","(512) 869-8080","(512) 869-2166","pa8011@postalannex.com","http://www.postalannex.com/8011","30.7149781","-97.7217791","SUBPREMISE: ROOFTOP","United States","US","Williamson County"
"9002","PostalAnnex+","Colony Cove III","7250 N Mesa St Ste C","El Paso","TX","79912-3616","(915) 833-7447","(915) 833-7448","pa9002@postalannex.com","http://www.postalannex.com/9002","31.8373284","-106.5566541","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"9005","PostalAnnex+","","29991 Canyon Hills Rd Ste 1709","Lake Elsinore","CA","92532-2579","(951) 246-1121","(951) 246-1131","pa9005@postalannex.com","http://www.postalannex.com/9005","33.666686","-117.2632028","SUBPREMISE: ROOFTOP","United States","US","Riverside County"
"9006","PostalAnnex+","El Paso Marketplace","12210 Montwood Dr Ste 103","El Paso","TX","79928-1785","(915) 856-7100","(915) 856-7136","pa9006@postalannex.com","http://www.postalannex.com/9006","31.7576972","-106.2647313","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
"10001","PostalAnnex+","","8895 Towne Centre Dr Ste 105","San Diego","CA","92122-5542","(858) 546-1700","(858) 546-1701","pa10001@postalannex.com","http://www.postalannex.com/10001","32.8673271","-117.2063622","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"10007","PostalAnnex+","Inside True Value Hardware","1441 Main St","Ramona","CA","92065-2128","(760) 789-7849","(760) 789-7891","pa10007@postalannex.com","http://www.postalannex.com/10007","33.0394865","-116.8769026","PREMISE: ROOFTOP","United States","US","San Diego County"
"10009","PostalAnnex+","Balfour Village","3130 Balfour Rd Ste D","Brentwood","CA","94513-5516","(925) 513-1750","(925) 513-1759","pa10009@postalannex.com","http://www.postalannex.com/10009","37.9239801","-121.7232832","SUBPREMISE: ROOFTOP","United States","US","Contra Costa County"
"10010","PostalAnnex+","Lakeside Center","321 N Pass Ave","Burbank","CA","91505-3859","(818) 557-8201","(818) 557-8203","pa10010@postalannex.com","http://www.postalannex.com/10010","34.1553065","-118.3468303","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"10011","PostalAnnex+","Sherwood Plaza","3320 Robinhood Rd","Winston Salem","NC","27106","(336) 251-1144","(888) 247-8608","pa10011@postalannex.com","http://www.postalannex.com/10011","36.1145305","-80.3126711","STREET_ADDRESS: ROOFTOP","United States","US","Forsyth County"
"10012","PostalAnnex+","Plum Creek Centre","834 S Perry St Ste F","Castle Rock","CO","80104-1941","(303) 663-6976","(303) 688-6145","pa10012@postalannex.com","http://www.postalannex.com/10012","39.3623571","-104.8599686","SUBPREMISE: ROOFTOP","United States","US","Douglas County"
"10013","PostalAnnex+","Northwood Plaza","2520 N McMullen Booth Rd Ste B","Clearwater","FL","33761-4181","(727) 400-6801","(727) 400-6828","pa10013@postalannex.com","http://www.postalannex.com/10013","28.0138512","-82.71088","SUBPREMISE: ROOFTOP","United States","US","Pinellas County"
"11001","PostalAnnex+","Shoppes at Windmill Place","143 S Randall Rd","Batavia","IL","60510","(630) 389-1700","(630) 389-1690","pa11001@postalannex.com","http://www.postalannex.com/11001","41.8477403","-88.3424272","STREET_ADDRESS: ROOFTOP","United States","US","Kane County"
"11003","PostalAnnex+","","5280 E Beverly Blvd Ste C","Los Angeles","CA","90022-2044","(323) 726-3100","(323) 726-3105","pa11003@postalannex.com","http://www.postalannex.com/11003","34.0305728","-118.1515831","SUBPREMISE: ROOFTOP","United States","US","Los Angeles County"
"11007","PostalAnnex+","Tassjara Crossing","3494 Camino Tassajara","Danville","CA","94506","(925) 964-9346","(925) 964-9356","pa11007@postalannex.com","http://www.postalannex.com/11007","37.7978767","-121.9178451","STREET_ADDRESS: ROOFTOP","United States","US","Contra Costa County"
"11008","PostalAnnex+","","4140 Oceanside Blvd Ste 159","Oceanside","CA","92056","(760) 724-6230","(760) 724-6200","pa11008@postalannex.com","http://www.postalannex.com/11008","33.2076147","-117.2879447","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"11011","PostalAnnex+","Northpark Shopping Center","2261 Northpark Dr","Kingwood","TX","77339","(281) 312-4355","(281) 312-4366","pa11011@postalannex.com","http://www.postalannex.com/11011","30.0696445","-95.2126833","PREMISE: ROOFTOP","United States","US","Harris County"
"12002","PostalAnnex+","","26100 Newport Rd","Menifee","CA","92584","(951) 301-7070","(951) 301-0069","pa12002@postalannex.com","http://www.postalannex.com/12002","33.6861928","-117.2048198","STREET_ADDRESS: ROOFTOP","United States","US","Riverside County"
"12003","PostalAnnex+","Buellton Shopping Center","270 E Highway 246","Buellton","CA","93427","(805) 688-3694","(805) 688-4622","pa12003@postalannex.com","http://www.postalannex.com/12003","34.6093254","-120.1858767","PREMISE: ROOFTOP","United States","US","Santa Barbara County"
"12004","PostalAnnex+","Huntington Square","6537 S Staples St","Corpus Christi","TX","78413","(361) 992-9323","(361) 992-9329","pa12004@postalannex.com","http://www.postalannex.com/12004","27.6840847","-97.3854337","STREET_ADDRESS: ROOFTOP","United States","US","Nueces County"
"12005","PostalAnnex+","JFK Plaza","14910 Perris Blvd","Moreno Valley","CA","92553","(951) 601-6500","(951) 601-6502","pa12005@postalannex.com","http://www.postalannex.com/12005","33.9044297","-117.2253941","PREMISE: ROOFTOP","United States","US","Riverside County"
"12006","PostalAnnex+","","140 Encinitas Blvd.","Encinitas","CA","92024","(760) 634-1568","","pa12006@postalannex.com","http://www.postalannex.com/12006","33.0499192","-117.2892921","STREET_ADDRESS: ROOFTOP","United States","US","San Diego County"
"12007","PostalAnnex+","Westridge Village","3661 Sunset Ave","Rocky Mount","NC","27804","(252) 443-2225","(252) 443-0766","pa12007@postalannex.com","http://www.postalannex.com/12007","35.9626727","-77.8513091","STREET_ADDRESS: ROOFTOP","United States","US","Nash County"
"12009","PostalAnnex+","Byers Creek Village","112 Argus Ln","Mooresville","NC","28117","(704) 663-1047","(704) 663-0380","pa12009@postalannex.com","http://www.postalannex.com/12009","35.6027722","-80.89454","STREET_ADDRESS: ROOFTOP","United States","US","Iredell County"
"12010","PostalAnnex+","Garden Village Shopping Center","28134 S Western Ave","San Pedro","CA","90732-1248","(310) 732-1841","(310) 831-2875","pa12010@postalannex.com","http://www.postalannex.com/12010","33.7635476","-118.310108","STREET_ADDRESS: ROOFTOP","United States","US","Los Angeles County"
"12011","PostalAnnex+","Evergreen Plaza next to SaveMart","3277 S White Rd","San Jose","CA","95148-4056","(408) 274-1453","(408) 274-1495","pa12011@postalannex.com","http://www.postalannex.com/12011","37.3143495","-121.7942934","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"12014","PostalAnnex+","Stonebridge Crossings - Next to Albertsons","6710 Virginia Pkwy","McKinney","TX","75071","(214) 592-0855","(214) 592-0860","pa12014@postalannex.com","http://www.postalannex.com/12014","33.2003631","-96.7063154","PREMISE: ROOFTOP","United States","US","Collin County"
"12015","PostalAnnex+","","805 S Virginia St","Reno","NV","89502","(775) 525-2500","(775) 284-0705","pa12015@postalannex.com","http://www.postalannex.com/12015","39.5167626","-119.8088848","STREET_ADDRESS: ROOFTOP","United States","US","Washoe County"
"12017","PostalAnnex+","","180 Talmadge Rd","Edison","NJ","08817-2860","(732) 902-6460","(732) 902-6459","pa12017@postalannex.com","http://www.postalannex.com/12017","40.536275","-74.396284","PREMISE: ROOFTOP","United States","US","Middlesex County"
"12018","PostalAnnex+","Tennant Station","409 Tennant Station","Morgan Hill","CA","95037-7115","(408) 776-2892","(408) 776-7561","pa12018@postalannex.com","http://www.postalannex.com/12018","37.1134665","-121.6403648","STREET_ADDRESS: ROOFTOP","United States","US","Santa Clara County"
"13001","PostalAnnex+","La Costa Town Square","3451 Via Montebello, Unit 192","Carlsbad","CA","92009-8492","(760) 944-6040","(760) 944-6060","pa13001@postalannex.com","http://postalannex.com/location/carlsbad/13001","33.082454","-117.2310664","SUBPREMISE: ROOFTOP","United States","US","San Diego County"
"13002","PostalAnnex+","Across the Street from Wal-Mart","17860 SE 109th Ave","Summerfield","FL","34491-8911","(352) 693-2773","(352) 693-2806","pa13002@postalannex.com","http://www.postalannex.com/13002","28.9612775","-81.9690872","PREMISE: ROOFTOP","United States","US","Marion County"
"13004","PostalAnnex+","University Village Colorado","5262 N Nevada Ave","Colorado Springs","CO","80918-8717","(719) 593-1084","(719) 593-1055","pa13004@postalannex.com","http://postalannex.com/13004","38.906045","-104.8173757","PREMISE: ROOFTOP","United States","US","El Paso County"
"13007","PostalAnnex+","Ralph's @ Serrano","751 S Weir Canyon Rd","Anaheim","CA","92808-1800","(714) 998-8806","(714) 998-8876","pa13007@postalannex.com","http://www.postalannex.com/13007","33.8608908","-117.7381407","STREET_ADDRESS: ROOFTOP","United States","US","Orange County"
"13009","PostalAnnex+","Las Tiendas de Zaragoza","3590 North Zaragoza Rd Ste B103","El Paso","TX","79938","(915) 921-6420","(915) 921-6425","pa13009@postalannex.com","http://postalannex.com/location/el-paso/13009","31.7955471","-106.2300235","SUBPREMISE: ROOFTOP","United States","US","El Paso County"
