Store Num,Store Name,Address,City,State,Zip Code,Phone Number,Email Address,Store Hours,Services,Air Pickup Times,Ground Pickup Times,Fax Number,Latitude,Longitude,Details Link,Geo Accuracy,County,Country,Country Code
"6053","Across A1a From Target - Next To Goodyear","463688 State Road 200 Ste 1","Yulee","FL","32097","(904) 225-8840","store6053@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 8:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(904) 225-8508","30.627992","-81.558054","https://yulee-fl-6053.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Nassau County","United States","US"
"5769","Zephyr Commons Shopping Plaza Next To Pet Supermarket","7810 Gall Blvd","Zephyrhills","FL","33541","(813) 782-4047","store5769@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 2:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:10 pm Saturday 1:30 pm","Monday - Friday 6:10 pm","(813) 782-8877","28.2711133","-82.188123","https://zephyrhills-fl-5769.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Pasco County","United States","US"
"2925","@ Brookstone","1720 Mars Hill Rd Ste 8","Acworth","GA","30101","(770) 528-0901","store2925@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:30 am - 4:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 3:00 pm","Monday - Friday 6:30 pm","(770) 528-0902","33.9964898","-84.7059763","https://acworth-ga-2925.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Cobb County","United States","US"
"1998","Intersection Of Acworth Due West & Cobb Pkwy In Acworth, In The Kroger Shopping Ctr Behind Mcdonalds","3330 Cobb Pkwy Ste 324","Acworth","GA","30101","(770) 974-6570","store1998@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:45 pm Saturday 2:00 pm","Monday - Friday 5:45 pm","(770) 974-6583","34.0362409","-84.6770424","https://acworth-ga-1998.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Cobb County","United States","US"
"1099","Piggly Wiggly Shopping Center At Whispering Pines And Slappey","2021 N Slappy Blvd","Albany","GA","31701","(229) 432-2230","store1099@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 2:00 pm","Monday - Friday 5:30 pm","(229) 432-2304","31.6039861","-84.1772143","https://albany-ga-1099.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Dougherty County","United States","US"
"506","Winn-Dixie Shopping Center","2800 Old Dawson Rd Ste 2","Albany","GA","31707","(229) 434-1133","store0506@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:30 pm Saturday 3:00 pm","Monday - Friday 5:00 pm","(229) 434-1135","31.6125684","-84.2172872","https://albany-ga-0506.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Dougherty County","United States","US"
"1610","Alpharetta Crossing Shopping Center","11770 Haynes Bridge Rd Ste 205","Alpharetta","GA","30004","(770) 664-8186","store1610@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(770) 664-8285","34.0694701","-84.2947213","https://alpharetta-ga-1610.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"2774","Kroger Crabapple","12460 Crabapple Rd Ste 202","Alpharetta","GA","30004","(770) 667-9886","store2774@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 3:00 pm","Monday - Friday 6:00 pm","(770) 667-9733","34.0851933","-84.3572013","https://alpharetta-ga-2774.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"3674","Kroger Shopping Ctr @ Intersection Of Windward Pkwy & Hwy 9","12850 Hwy 9 Ste 600","Alpharetta","GA","30004","(678) 366-3667","store3674@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(678) 366-3668","34.096092","-84.277211","https://alpharetta-ga-3674.theupsstorelocal.com/","POINT_OF_INTEREST: APPROXIMATE","Fulton County","United States","US"
"3056","At Highway 9 And Francis Road - North Of Mcfarland Road","5665 Atlanta Hwy 9 Ste 103","Alpharetta","GA","30004","(770) 752-3100","store3056@theupsstore.com","Monday - Thursday: 8:00 am - 7:00 pm Friday: 8:00 am - 6:00 pm Saturday: 10:00 am - 2:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(770) 752-8795","34.1447721","-84.2498521","https://alpharetta-ga-3056.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Forsyth County","United States","US"
"4076","On Windward Parkway 1.5 Miles East Of Georgia 400","3070 Windward Plaza","Alpharetta","GA","30005","(770) 410-9869","store4076@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 3:00 pm","Monday - Friday 6:30 pm","(770) 410-9837","34.0931942","-84.240792","https://alpharetta-ga-4076.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"4797","Publix Shopping Cntr Corner Of Mcginnis Ferry Rd & Windward Pkwy","5174 Mcginnis Ferry Rd","Alpharetta","GA","30005","(678) 893-0190","store4797@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 3:00 pm","Monday - Friday 6:30 pm","(678) 893-0270","34.0935197","-84.2069246","https://alpharetta-ga-4797.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Forsyth County","United States","US"
"1556","Saddlebrook Shopping Center (Super Kroger) Near Mr. Tire","10945 State Bridge Rd Ste 401","Alpharetta","GA","30022","(770) 442-5483","store1556@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(770) 442-5487","34.0495248","-84.2227592","https://alpharetta-ga-1556.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"5699","Haynes Bridge Rd @ Old Alabama Rd","3000 Old Alabama Rd Ste 119","Alpharetta","GA","30022","(770) 740-0169","store5699@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(770) 740-0170","34.0226995","-84.2713053","https://alpharetta-ga-5699.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"3096","Americus Village - Highway 280","1602 E Forsyth St Ste B","Americus","GA","31709","(229) 924-0801","store3096@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(229) 924-0803","32.0716638","-84.2074738","https://americus-ga-3096.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Sumter County","United States","US"
"4815","Last Ups Pickup 6:30Pm M-F, Sat 1:00Pm (Next Day Air Only)","1860 Barnett Shoals Rd Ste 103","Athens","GA","30605","(706) 548-0940","store4815@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 1:00 pm","Monday - Friday 6:30 pm","(706) 549-3138","33.9250318","-83.341195","https://athens-ga-4815.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Clarke County","United States","US"
"3862","Intersection Of Highway 316 And Epps Bridge Pkwy","1720 Epps Bridge Rd Ste 108","Athens","GA","30606","(706) 543-5431","store3862@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 2:30 pm","Monday - Friday 6:30 pm","(706) 543-1090","33.91386","-83.4464","https://athens-ga-3862.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Oconee County","United States","US"
"3778","Last Ups Pickup 6:30Pm M-F, Sat 1:00Pm (Next Day Air Only)","196 Alps Road Ste 2","Athens","GA","30606","(706) 208-1870","store3778@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Newsletters, Business Cards, Letterhead, Postcards","Monday - Friday 6:30 pm Saturday 1:00 pm","Monday - Friday 6:30 pm","(706) 208-1819","33.9443277","-83.4092379","https://athens-ga-3778.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Clarke County","United States","US"
"5192","Courtland St & Andrew Young Int'l Blvd","165 Courtland St Ste A","Atlanta","GA","30303","(404) 521-0122","store5192@theupsstore.com","Monday - Friday: 7:00 am - 6:30 pm Saturday: 9:00 am - 1:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(404) 521-0177","33.7589416","-84.3833146","https://atlanta-ga-5192.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"2215","Peach Shopping Center In Center Of Buckhead South Of Pharr Road","2870 Peachtree Rd","Atlanta","GA","30305","(404) 814-1771","store2215@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(404) 814-1878","33.8418891","-84.3741913","https://atlanta-ga-2215.theupsstorelocal.com/","STREET_ADDRESS: RANGE_INTERPOLATED","Fulton County","United States","US"
"5605","Edgewood Retail Dist-Target & Lowe's Shopping Center","1270 Caroline St Ste D120","Atlanta","GA","30307","(404) 523-1700","store5605@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Online Printing, Mobile Printing, Full Service Digital Printing, Binding","Monday - Friday 6:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(404) 523-0013","33.7585884","-84.3473694","https://atlanta-ga-5605.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Dekalb County","United States","US"
"2121","Midtown Promenade Next To Mellow Mushroom","931 Monroe Dr Ste 102","Atlanta","GA","30308","(404) 873-3433","store2121@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 1:00 pm","Monday - Friday 5:00 pm","(404) 873-3128","33.7792316","-84.3676851","https://atlanta-ga-2121.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"974","1/4 Mile North Of Piedmont Hospital","2221 Peachtree Rd Ne Ste D","Atlanta","GA","30309","(404) 350-9177","store0974@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(404) 350-8004","33.8145732","-84.3911517","https://atlanta-ga-0974.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"4724","Midtown In Metropolis One Block South Of 10Th Street","925B Peachtree St Ne","Atlanta","GA","30309","(404) 685-8280","store4724@theupsstore.com","Monday - Thursday: 8:30 am - 7:00 pm Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(404) 685-8281","33.7800082","-84.3839613","https://atlanta-ga-4724.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"2143","Howell Mill & Collier Road In Publix Shopping Center","2020 Howell Mill Rd Nw","Atlanta","GA","30318","(404) 352-3222","store2143@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 3:00 pm","Monday - Friday 5:30 pm","(404) 352-2009","33.8100176","-84.4139372","https://atlanta-ga-2143.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"2557","Tech Plaza At Tenth And Hemphill 1 Mile West Of I-75/85","541 Tenth St Nw","Atlanta","GA","30318","(404) 733-6797","store2557@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:30 pm Saturday 12:00 pm","Monday - Friday 5:30 pm","(404) 733-6838","33.781951","-84.4050189","https://atlanta-ga-2557.theupsstorelocal.com/","PREMISE: ROOFTOP","Fulton County","United States","US"
"3226","1.5 Miles Inside Perimeter In Kroger Center Next To Starbucks","3522 Ashford Dunwoody Rd","Atlanta","GA","30319","(770) 234-0444","store3226@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 12:00 pm","Monday - Friday 6:00 pm","(770) 234-0445","33.8945706","-84.3294134","https://atlanta-ga-3226.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Dekalb County","United States","US"
"334","Across From Ainsley Mall At Corner Of Monroe And Piedmont","1579 Monroe Dr Ste F","Atlanta","GA","30324","(404) 872-0621","store0334@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(404) 892-6832","33.7980505","-84.3692249","https://atlanta-ga-0334.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"1006","Corner Of Piedmont And Sidney Marcus Boulevard","2625 Piedmont Rd Ste 56","Atlanta","GA","30324","(404) 261-6339","store1006@theupsstore.com","Monday - Friday: 8:00 am - 6:00 pm Saturday: 8:00 am - 4:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 2:00 pm","Monday - Friday 5:30 pm","(404) 261-6416","33.8262452","-84.3661385","https://atlanta-ga-1006.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"4045","Corner Of Peachtree Road And Wieuca Retail Building","3535 Peachtree Rd Space 520","Atlanta","GA","30326","(404) 442-8830","store4045@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:45 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(404) 442-8831","33.8518587","-84.3593795","https://atlanta-ga-4045.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"1909","West Paces Ferry And Northside Pkwy By Publix, Starbucks, Goldberg's And The Ok Cafe","1266 W Paces Ferry Rd","Atlanta","GA","30327","(404) 841-9550","store1909@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:30 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:30 pm Saturday 3:00 pm","Monday - Friday 6:30 pm","(404) 841-6327","33.8496526","-84.4292076","https://atlanta-ga-1909.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"5311","Brighton Park","2480 Briarcliff Rd Ne Ste 6","Atlanta","GA","30329","(404) 325-0597","store5311@theupsstore.com","Monday - Friday: 9:00 am - 7:30 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 7:00 pm Saturday 2:00 pm","Monday - Friday 5:15 pm","(404) 325-0598","33.8274401","-84.3323279","https://atlanta-ga-5311.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Dekalb County","United States","US"
"4322","","2897 N Druid Hills Rd","Atlanta","GA","30329","(404) 477-0351","store4322@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 3:00 pm","Monday - Friday 6:00 pm","(404) 477-0353","33.8165558","-84.3126975","https://atlanta-ga-4322.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Dekalb County","United States","US"
"1404","Georgetown Shopping Center At Chamblee Dunwoody And I-285","4514 Chamblee Dunwoody Rd","Atlanta","GA","30338","(770) 451-9973","store1404@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:30 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:30 pm Saturday 12:00 pm","Monday - Friday 6:30 pm","(770) 451-9974","33.9221117","-84.3157343","https://atlanta-ga-1404.theupsstorelocal.com/","PREMISE: ROOFTOP","Dekalb County","United States","US"
"2236","1 Mile North Perimeter Mall In Ashford Place, Next To Chili's","4780 Ashford Dunwoody Rd Ste A","Atlanta","GA","30338","(770) 804-8833","store2236@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 9:30 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 2:00 pm","Monday - Friday 6:00 pm","(770) 804-0105","33.9351559","-84.3388406","https://atlanta-ga-2236.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Dekalb County","United States","US"
"6356","Renaissance Waverly Hotel At The Cobb Galleria","2450 Galleria Pkwy","Atlanta","GA","30339","(770) 303-3102","store6356@theupsstore.com","Monday - Friday: 7:30 am - 6:00 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:30 pm Saturday 2:00 pm","Monday - Friday 5:30 pm","(770) 303-3136","33.8848773","-84.4646243","https://atlanta-ga-6356.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Cobb County","United States","US"
"2687","Vinings Crossing Shopping Center At Paces Ferry Road And I-285","2451 Cumberland Pkwy Ste 300","Atlanta","GA","30339","(770) 436-7890","store2687@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 3:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:15 pm Saturday 2:00 pm","Monday - Friday 6:15 pm","(770) 436-7647","33.8627536","-84.4785078","https://atlanta-ga-2687.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Cobb County","United States","US"
"575","Vinings Junction Shopping Center - 1 Mile South Cumberland Mall","4355 Cobb Pkwy Ste J","Atlanta","GA","30339","(770) 952-6681","store0575@theupsstore.com","Monday - Thursday: 8:30 am - 7:00 pm Friday: 8:30 am - 6:30 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 3:00 pm","Monday - Friday 6:00 pm","(770) 952-5524","33.8722998","-84.4555579","https://atlanta-ga-0575.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Cobb County","United States","US"
"2826","Powers Ferry Village Publix Shopping Center In Sandy Springs","6300 Powers Ferry Rd Nw Ste 600","Atlanta","GA","30339","(770) 952-5057","store2826@theupsstore.com","Monday - Friday: 8:30 am - 6:30 pm Saturday: 9:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 3:00 pm","Monday - Friday 6:00 pm","(770) 952-5357","33.9052314","-84.4283242","https://atlanta-ga-2826.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"4223","Embry Hills Shpg Ctr Next To Kroger At The Intersection Of Chamblee-Tucker Rd & Henderson Mill Rd","3577-A Chamblee Tucker Rd","Atlanta","GA","30341","(678) 209-1203","store4223@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 10:00 am - 6:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 12:00 pm","Monday - Friday 6:00 pm","(678) 209-0602","33.8833224","-84.2478275","https://atlanta-ga-4223.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Dekalb County","United States","US"
"1140","Chamblee Plaza @ Chamblee Dunwoody Road","5456 Peachtree Blvd","Atlanta","GA","30341","(770) 458-1922","store1140@theupsstore.com","May 22 - May 28 Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed May 29 - June 4 Monday: Closed Tuesday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Postcards","Monday - Friday 6:30 pm Saturday 1:00 pm","Monday - Friday 6:30 pm","(770) 458-1938","33.9331582","-84.268856","https://atlanta-ga-1140.theupsstorelocal.com/","STREET_ADDRESS: RANGE_INTERPOLATED","Dekalb County","United States","US"
"248","Publix Shopping Center At Chastain Square","4279 Roswell Rd Ne Ste 102","Atlanta","GA","30342","(404) 256-3948","store0248@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 3:00 pm","Monday - Friday 6:00 pm","(404) 256-2602","33.8714052","-84.3800708","https://atlanta-ga-0248.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"4448","By Northside And St Josephs Hospitals/By Moe's & Subway","860 Johnson Ferry Rd Ste 140","Atlanta","GA","30342","(404) 250-9295","store4448@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 5:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(404) 250-9565","33.9075598","-84.3591124","https://atlanta-ga-4448.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Fulton County","United States","US"
"4261","Shallowford Road And I-85","2566 Shallowford Rd Ste 104","Atlanta","GA","30345","(404) 638-6443","store4261@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 3:30 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:00 pm Saturday 2:00 pm","Monday - Friday 5:00 pm","(404) 638-6873","33.8624241","-84.2881105","https://atlanta-ga-4261.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Dekalb County","United States","US"
"6095","Washington Walk Shopping Center Next To Kroger","2801 Washington Rd Ste 107","Augusta","GA","30909","(706) 723-9054","store6095@theupsstore.com","Monday - Friday: 8:00 am - 6:30 pm Saturday: 9:00 am - 4:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 5:45 pm Saturday 1:00 pm","Monday - Friday 5:45 pm","(706) 723-9233","33.5111182","-82.0295683","https://augusta-ga-6095.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Richmond County","United States","US"
"5770","Kroger Shopping Center On Roswell Rd @ Northridge Rd","8343 Roswell Rd","Atlanta","GA","30350","(770) 993-9777","store5770@theupsstore.com","Monday - Friday: 9:00 am - 7:00 pm Saturday: 10:00 am - 6:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 6:00 pm Saturday 1:00 pm","Monday - Friday 6:00 pm","(770) 993-9770","33.9831589","-84.3487446","https://atlanta-ga-5770.theupsstorelocal.com/","STREET_ADDRESS: ROOFTOP","Fulton County","United States","US"
"1667","Mayberry Square Shopping Center Next To Verizon","3961 Floyd Rd Ste 300","Austell","GA","30106","(770) 739-9759","store1667@theupsstore.com","Monday - Friday: 8:30 am - 7:00 pm Saturday: 10:00 am - 4:00 pm Sunday: Closed","Online Printing, Mobile Printing, Full Service Digital Printing, Binding, Laminating, Stapling","Monday - Friday 5:30 pm Saturday 2:00 pm","Monday - Friday 6:30 pm","(770) 739-9758","33.8569895","-84.5904164","https://austell-ga-1667.theupsstorelocal.com/","SUBPREMISE: ROOFTOP","Cobb County","United States","US"
"6583","The Gateway At University Pkwy On Ga Hwy 316","306 Exchange Blvd","Bethlehem","GA","30620","(678) 425-1587","store6583@theupsstore.com","Monday - Friday: 8:00 am - 7:00 pm Saturday: 11:00 am - 3:00 pm Sunday: Closed","Flyers, Brochures, Presentations and Manuals, Newsletters, Business Cards, Letterhead","Monday - Friday 6:15 pm Saturday 1:00 pm","Monday - Friday 6:15 pm","(678) 425-9144","33.9455595","-83.7498354","https://bethlehem-ga-6583.theupsstorelocal.com/","PREMISE: ROOFTOP","Barrow County","United States","US"
